ST_LEAID,MEMBER
IA-573715 000,7690
IA-574086 000,2229
IA-221989 000,516
IA-076536 000,1008
IA-096762 000,709
IA-096840 000,2394
IA-073042 000,866
IA-093186 000,504
IA-447047 000,391
IA-926768 000,1673
KY-001001000,2622
KY-002005000,3149
KY-089445000,4486
KY-003011000,3752
KY-010012000,3261
KY-012013000,317
KY-004015000,1052
KY-061016000,692
KY-090017000,2716
KY-005021000,5224
KY-006025000,1972
KY-059026000,1501
KY-007031000,2454
KY-019032000,639
KY-073034000,1086
KY-008035000,20200
KY-009041000,2674
KY-114042000,4424
KY-010045000,3102
KY-011051000,2937
KY-013061000,1701
KY-014065000,2748
KY-015071000,12833
KY-084072000,495
KY-016075000,2195
KY-017081000,1891
KY-018085000,3134
KY-019091000,5195
KY-109092000,1286
KY-020095000,759
KY-021101000,2042
KY-022105000,4138
KY-023111000,2202
KY-005113000,647
KY-024115000,8204
KY-025121000,5359
KY-026125000,2916
KY-027131000,1574
KY-014132000,283
KY-118133000,3027
KY-059134000,3665
KY-028135000,1363
KY-029141000,1004
KY-011143000,1836
KY-054146000,534
KY-019147000,859
KY-031151000,1890
KY-052156000,988
KY-059157000,2392
KY-010162000,582
KY-036175000,5563
KY-037177000,972
KY-037181000,6126
KY-019176000,3127
KY-038186000,324
KY-038185000,640
KY-039191000,1532
KY-005197000,2490
KY-041201000,3457
KY-042205000,3977
KY-043211000,4039
KY-044215000,1637
KY-045221000,2634
KY-046225000,1524
KY-048236000,829
KY-048235000,3459
KY-049241000,2896
KY-051251000,6955
KY-052255000,2014
KY-053261000,723
KY-054265000,6358
KY-013272000,349
KY-055271000,2053
KY-056275000,95230
KY-067276000,475
KY-057281000,8392
KY-058285000,3344
KY-059291000,14066
KY-060295000,2092
KY-061301000,3943
KY-062305000,2393
KY-063311000,8801
KY-064315000,2442
KY-066325000,1658
KY-068335000,2036
KY-069341000,3416
KY-070345000,1074
KY-071351000,3430
KY-059354000,828
KY-072361000,998
KY-073365000,11198
KY-075375000,3256
KY-076381000,4495
KY-077385000,1758
KY-042392000,1947
KY-079395000,6968
KY-080401000,2715
KY-081405000,1405
KY-082411000,4966
KY-083415000,955
KY-084421000,2723
KY-085425000,1459
KY-007426000,1120
KY-086431000,1788
KY-087435000,4472
KY-088441000,1877
KY-018446000,1849
KY-090451000,4511
KY-019452000,1382
KY-091455000,1119
KY-092461000,3910
KY-093465000,12367
KY-094471000,1732
KY-030472000,5040
KY-095475000,785
KY-079476000,3119
KY-058477000,766
KY-009478000,754
KY-096481000,2246
KY-097485000,3593
KY-098491000,7787
KY-098492000,1166
KY-007493000,577
KY-099495000,2130
KY-100501000,8115
KY-045502000,1132
KY-101505000,479
KY-102511000,2761
KY-103515000,3429
KY-045522000,2132
KY-104521000,3005
KY-071523000,1168
KY-105525000,9797
KY-106531000,6935
KY-107535000,3088
KY-100536000,1615
KY-109545000,2731
KY-110551000,1887
KY-111555000,1964
KY-113565000,2055
KY-008567000,1919
KY-114571000,17799
KY-115575000,1776
KY-116581000,3207
KY-117585000,2168
KY-118591000,4336
KY-118592000,835
KY-041593000,878
KY-119595000,1150
KY-120601000,4010
KY-112561000,1236
KY-012055000,1145
KY-030145000,11164
KY-033161000,2202
KY-034165000,41422
KY-040195000,2606
KY-050245000,2347
KY-047152000,2465
KY-032155000,962
KY-035171000,2186
KY-047231000,14675
KY-097246000,1030
KY-074371000,2017
KY-065321000,907
KY-067331000,2596
KY-078391000,2608
KY-108541000,3369
LA-001,9601
LA-067,5853
LA-068,1109
LA-002,4136
LA-003,24769
LA-004,3031
LA-069,4967
LA-005,5080
LA-006,6020
LA-007,1971
LA-066,1786
LA-008,23918
LA-010,29523
LA-011,1502
LA-013,1050
LA-014,1731
LA-015,3192
LA-017,43253
LA-018,812
LA-019,1766
LA-020,5705
LA-021,2850
LA-022,2971
LA-023,11768
LA-024,4498
LA-025,2161
LA-027,5595
LA-026,50628
LA-028,32377
LA-029,14208
LA-030,2637
LA-031,5839
LA-032,27731
LA-033,1379
LA-065,8646
LA-034,3381
LA-035,5527
LA-036,2040
LA-037,19136
LA-038,3858
LA-039,2710
LA-040,22991
LA-041,1412
LA-042,2885
LA-043,4141
LA-044,8277
LA-045,9496
LA-046,1119
LA-047,3537
LA-048,5382
LA-049,12554
LA-050,7537
LA-051,8054
LA-052,39559
LA-053,20700
LA-054,347
LA-055,15772
LA-056,1911
LA-057,9708
LA-058,9037
LA-059,5019
LA-060,5549
LA-061,4332
LA-062,1863
LA-063,2245
LA-064,2012
ME-86,0
ME-205,0
ME-180,75
ME-387,14
ME-465,0
ME-1359,0
ME-1354,0
ME-1351,2
ME-1402,0
ME-1400,241
ME-1401,2
ME-1011,136
ME-1411,87
ME-1009,92
ME-1412,72
ME-1413,38
ME-1013,166
ME-2,246
ME-4,35
ME-1038,43
ME-14,3220
ME-28,2213
ME-38,295
ME-42,3454
ME-547,0
ME-550,0
ME-64,0
ME-65,2314
ME-72,371
ME-1031,500
ME-74,0
ME-78,1604
ME-88,276
ME-90,74
ME-92,81
ME-94,2363
ME-108,580
ME-113,1509
ME-549,28
ME-124,4
ME-125,78
ME-127,44
ME-130,24
ME-137,3
ME-138,2
ME-139,13
ME-142,0
ME-1661,299
ME-147,0
ME-148,202
ME-1049,318
ME-150,0
ME-151,7
ME-154,1
ME-157,242
ME-160,208
ME-163,163
ME-166,126
ME-1663,1328
ME-174,1989
ME-188,57
ME-190,0
ME-191,431
ME-193,0
ME-194,2737
ME-207,0
ME-208,157
ME-210,185
ME-1664,179
ME-217,65
ME-219,1397
ME-224,0
ME-227,4
ME-229,82
ME-235,329
ME-237,69
ME-241,0
ME-242,959
ME-247,2
ME-1665,131
ME-250,5088
ME-263,0
ME-266,1311
ME-275,5
ME-277,502
ME-281,1
ME-282,403
ME-290,15
ME-293,0
ME-548,1
ME-294,110
ME-296,277
ME-298,443
ME-304,5
ME-315,0
ME-317,0
ME-319,216
ME-321,7
ME-335,0
ME-342,415
ME-345,93
ME-349,81
ME-351,97
ME-353,76
ME-359,0
ME-364,6476
ME-389,123
ME-399,3
ME-405,10
ME-408,4
ME-1662,2788
ME-416,3215
ME-427,2891
ME-616,0
ME-617,1949
ME-626,157
ME-628,181
ME-633,135
ME-635,1835
ME-646,3223
ME-662,104
ME-551,1715
ME-664,482
ME-681,591
ME-685,261
ME-696,818
ME-707,1274
ME-713,229
ME-718,435
ME-726,234
ME-743,2134
ME-753,691
ME-561,1070
ME-765,1800
ME-774,612
ME-780,348
ME-789,690
ME-795,282
ME-570,502
ME-587,3283
ME-601,50
ME-603,157
ME-994,25
ME-434,113
ME-436,0
ME-440,81
ME-444,3081
ME-442,22
ME-462,188
ME-464,1
ME-468,141
ME-470,0
ME-471,2
ME-473,509
ME-475,194
ME-477,1
ME-480,1651
ME-1060,1407
ME-491,5
ME-1736,107
ME-495,2335
ME-503,0
ME-508,1
ME-509,2
ME-518,1069
ME-1671,461
ME-532,169
ME-534,0
ME-537,1679
ME-542,1537
ME-847,1994
ME-874,998
ME-922,1670
ME-839,2153
ME-898,587
ME-826,1895
ME-944,1
ME-936,1067
ME-932,557
ME-798,838
ME-905,575
ME-860,2229
ME-854,845
ME-888,2924
ME-913,2911
ME-951,992
ME-969,1135
ME-976,587
ME-984,2380
ME-1433,10
ME-1438,1763
ME-1460,2425
ME-1456,1721
ME-1445,1902
ME-1469,940
ME-1465,835
ME-1457,2782
ME-1451,1265
ME-1466,1434
ME-1446,1300
ME-1461,666
ME-1458,1931
ME-1452,1543
ME-1449,2069
ME-1462,834
ME-1459,451
ME-1455,3155
ME-1468,1220
ME-1450,1783
ME-1464,1082
ME-1480,198
ME-1498,1437
ME-1500,335
ME-1508,2266
ME-1633,0
ME-1628,93
ME-1615,2278
ME-1629,115
ME-1627,99
ME-1738,222
ME-1733,1456
ME-1734,34
ME-1735,89
ME-1737,0
ME-1826,764
ME-1824,1
ME-1825,0
ME-1995,0
ME-1996,107
ME-1997,305
ME-1998,0
ME-1467,1207
ME-722,232
ME-524,831
ME-957,500
MD-01,8181
MD-02,84452
MD-30,75995
MD-03,111082
MD-04,15461
MD-05,5667
MD-06,25787
MD-07,15047
MD-08,27598
MD-09,4523
MD-10,46899
MD-11,3500
MD-12,38037
MD-13,57676
MD-14,1751
MD-15,160554
MD-16,131133
MD-17,7387
MD-19,2773
MD-18,17493
MD-20,4523
MD-21,22297
MD-22,14900
MD-23,6841
MA-0753,2199
MA-0767,1402
MA-0766,1330
MA-0698,1243
MA-0616,1670
MA-0712,1781
MA-0001,2177
MA-0600,5197
MA-0603,989
MA-0005,3492
MA-0007,1809
MA-0009,5590
MA-0010,6047
MA-0610,2325
MA-0014,2925
MA-0615,1583
MA-0016,5963
MA-0017,2573
MA-0018,735
MA-0020,4879
MA-0023,2575
MA-0024,2136
MA-0025,2027
MA-0026,4507
MA-0618,1189
MA-0620,1084
MA-0030,4648
MA-0031,4882
MA-0622,1468
MA-0035,46367
MA-0036,1568
MA-0040,5380
MA-0625,5521
MA-0044,14999
MA-0046,7116
MA-0048,3486
MA-0049,6746
MA-0050,3273
MA-0052,1538
MA-0635,1546
MA-0056,5114
MA-0057,6312
MA-0061,6735
MA-0064,1972
MA-0065,1420
MA-0071,3294
MA-0072,3416
MA-0073,2556
MA-0645,2889
MA-0650,2492
MA-0077,1198
MA-0079,3626
MA-0658,3457
MA-0082,2834
MA-0083,2077
MA-0087,2573
MA-0086,1426
MA-0088,3441
MA-0093,7377
MA-0094,1844
MA-0095,10521
MA-0096,3001
MA-0097,5302
MA-0099,2479
MA-0100,9469
MA-0101,4781
MA-0665,2809
MA-0103,2404
MA-0672,779
MA-0105,1286
MA-0674,874
MA-0107,2849
MA-0109,0
MA-0110,3106
MA-0111,723
MA-0114,1476
MA-0673,2371
MA-0117,494
MA-0675,1694
MA-0680,2887
MA-0122,2612
MA-0125,1044
MA-0127,345
MA-0128,7865
MA-0131,3837
MA-0133,1332
MA-0136,2810
MA-0137,5046
MA-0138,1105
MA-0139,4196
MA-0141,2357
MA-0142,787
MA-0144,1624
MA-0149,12885
MA-0150,671
MA-0151,1374
MA-0152,772
MA-0153,6077
MA-0155,6938
MA-0158,1711
MA-0159,2811
MA-0160,14228
MA-0161,2295
MA-0162,1567
MA-0163,15556
MA-0164,2220
MA-0165,6370
MA-0167,3464
MA-0168,2672
MA-0170,4812
MA-0171,3799
MA-0172,1458
MA-0174,1210
MA-0175,2531
MA-0176,4201
MA-0177,2142
MA-0178,3895
MA-0710,2120
MA-0181,6584
MA-0182,3065
MA-0185,4537
MA-0186,1638
MA-0187,1221
MA-0189,4370
MA-0717,797
MA-0191,835
MA-0715,1206
MA-0197,1725
MA-0720,1485
MA-0725,3065
MA-0198,5410
MA-0199,5594
MA-0201,12640
MA-0204,2191
MA-0207,11990
MA-0209,1216
MA-0211,4491
MA-0212,3949
MA-0215,443
MA-0735,3074
MA-0217,2383
MA-0210,2594
MA-0214,1970
MA-0218,2396
MA-0219,2177
MA-0220,3551
MA-0226,1458
MA-0227,1154
MA-0229,5968
MA-0231,2522
MA-0745,2261
MA-0750,663
MA-0236,4969
MA-0239,7205
MA-0242,142
MA-0243,9802
MA-0244,2610
MA-0246,3899
MA-0248,7444
MA-0251,2187
MA-0252,748
MA-0258,3752
MA-0261,2168
MA-0262,2502
MA-0264,2789
MA-0265,2094
MA-0266,3591
MA-0271,5943
MA-0274,4884
MA-0278,1699
MA-0277,1844
MA-0765,618
MA-0281,23873
MA-0284,2309
MA-0285,3620
MA-0290,1312
MA-0291,2069
MA-0292,2003
MA-0293,8005
MA-0295,3278
MA-0773,2261
MA-0301,1590
MA-0304,1661
MA-0775,6836
MA-0305,3335
MA-0307,3683
MA-0308,5703
MA-0309,1136
MA-0310,2057
MA-0778,1192
MA-0314,2699
MA-0315,2783
MA-0316,1728
MA-0317,4219
MA-0322,877
MA-0323,1413
MA-0332,3894
MA-0321,3861
MA-0325,4894
MA-0326,4762
MA-0330,2022
MA-0331,1459
MA-0335,2914
MA-0336,5676
MA-0780,3575
MA-0342,2840
MA-0343,1262
MA-0344,4392
MA-0346,1953
MA-0347,4353
MA-0348,24707
MI-12040,1149
MI-44060,1770
MI-21090,731
MI-70300,2331
MI-29060,1020
MI-09050,1500
MI-61240,1957
MI-59070,3601
MI-41110,9201
MI-41010,13787
MI-41160,9357
MI-41025,3061
MI-73210,1169
MI-55010,270
MI-55100,1147
MI-09010,6385
MI-79110,752
MI-73240,797
MI-43040,442
MI-22030,1972
MI-61120,828
MI-61060,3876
MI-61010,3353
MI-61065,1880
MI-61220,3571
MI-18010,1605
MI-56030,609
MI-18020,1008
MI-29100,945
MI-46010,2771
MI-46050,392
MI-22010,756
MI-22045,260
MI-80090,1090
MI-80110,737
MI-03070,1480
MI-70350,6010
MI-08010,1083
MI-03060,614
MI-03080,802
MI-61020,-2
MI-01010,677
MI-38040,1485
MI-41050,4613
MI-03040,2849
MI-34090,1653
MI-41170,3498
MI-41040,4443
MI-41070,3202
MI-37040,654
MI-39020,543
MI-70190,6806
MI-03020,2363
MI-03030,2198
MI-03010,2623
MI-54025,1814
MI-59045,754
MI-54040,1065
MI-80040,308
MI-14020,1900
MI-80160,2191
MI-33100,1100
MI-38140,3560
MI-33170,4593
MI-33200,1156
MI-52090,1552
MI-79020,1496
MI-82015,48548
MI-47070,6871
MI-81010,17026
MI-81120,4870
MI-38170,4486
MI-38020,700
MI-64040,1246
MI-64080,1126
MI-07040,513
MI-07020,317
MI-31030,1359
MI-31100,306
MI-31110,1445
MI-31020,466
MI-31010,604
MI-66045,159
MI-31050,197
MI-39030,1794
MI-39065,3256
MI-39130,1586
MI-39140,8616
MI-27080,150
MI-71060,216
MI-19100,1006
MI-47030,2590
MI-78040,1139
MI-78060,481
MI-82120,2464
MI-82055,6516
MI-45010,711
MI-20015,1647
MI-03050,1247
MI-03100,2905
MI-70020,2834
MI-80010,1798
MI-08050,3163
MI-30010,452
MI-75040,533
MI-13135,922
MI-38100,1023
MI-30050,376
MI-30060,356
MI-30030,1273
MI-54010,2363
MI-41080,1776
MI-30020,1274
MI-18060,1260
MI-65045,1871
MI-26040,1605
MI-60010,267
MI-10015,1236
MI-28010,8712
MI-06050,1505
MI-81040,2300
MI-38090,778
MI-38130,1320
MI-41120,1650
MI-41130,5521
MI-62050,1638
MI-41150,1291
MI-41210,7719
MI-41240,2433
MI-24030,229
MI-46020,717
MI-46100,535
MI-46130,783
MI-46140,2563
MI-11010,1448
MI-11300,3303
MI-11033,497
MI-70120,2554
MI-62040,2092
MI-33220,456
MI-61180,1353
MI-61230,939
MI-61190,2171
MI-61210,1030
MI-39010,12298
MI-39160,1071
MI-39050,971
MI-81050,3386
MI-47080,2132
MI-81140,652
MI-14010,866
MI-11200,536
MI-11310,1566
MI-67050,419
MI-16015,1505
MI-16100,256
MI-16050,621
MI-49040,227
MI-49010,420
MI-49110,58
MI-63080,5143
MI-63200,9041
MI-63210,3101
MI-63030,3402
MI-63160,4865
MI-36015,479
MI-63050,3913
MI-63270,1270
MI-69030,717
MI-55115,326
MI-55120,442
MI-51020,290
MI-75050,1310
MI-14050,628
MI-17140,460
MI-17090,463
MI-17010,1953
MI-17160,63
MI-50100,4650
MI-50180,1585
MI-76060,717
MI-76070,408
MI-76210,979
MI-75080,2323
MI-75070,733
MI-67055,974
MI-53020,382
MI-50190,5185
MI-50050,1746
MI-50140,9414
MI-50040,5429
MI-31130,376
MI-50030,4208
MI-50200,1496
MI-50120,3239
MI-36025,846
MI-22025,592
MI-21065,176
MI-21135,191
MI-11210,1304
MI-11250,654
MI-14030,2642
MI-72020,1162
MI-16070,143
MI-24070,2526
MI-27010,359
MI-27070,252
MI-27020,728
MI-62060,818
MI-62090,935
MI-62070,1536
MI-76090,545
MI-74030,1364
MI-74050,3688
MI-74010,7257
MI-74130,1758
MI-24040,459
MI-13070,2819
MI-05010,96
MI-15020,1292
MI-68030,298
MI-23065,912
MI-58070,1440
MI-58090,1028
MI-51070,1225
MI-53040,2072
MI-64090,276
MI-64070,232
MI-74040,744
MI-44050,470
MI-44090,2382
MI-46090,1644
MI-58110,807
MI-79145,685
MI-76140,716
MI-79080,581
MI-41090,2946
MI-41020,2026
MI-41140,2272
MI-59090,1037
MI-59080,1719
MI-41026,3916
MI-52040,997
MI-52015,1156
MI-44020,1402
MI-74120,738
MI-50170,1442
MI-79030,938
MI-79100,1117
MI-79010,340
MI-79150,896
MI-32090,151
MI-79090,567
MI-34080,1662
MI-52180,674
MI-41145,3010
MI-25050,1932
MI-69020,2793
MI-05070,863
MI-15060,743
MI-25130,759
MI-25240,595
MI-63220,7970
MI-47010,5804
MI-25060,1047
MI-25230,748
MI-25120,4074
MI-25070,731
MI-68010,496
MI-49055,338
MI-70070,6590
MI-50080,14703
MI-50130,4287
MI-50160,753
MI-63260,15017
MI-50210,25744
MI-50230,12660
MI-73200,2051
MI-29020,238
MI-73170,1817
MI-73030,1681
MI-25150,2626
MI-25210,1907
MI-05040,263
MI-15030,193
MI-15050,806
MI-05035,247
MI-45020,450
MI-61080,2678
MI-70040,2636
MI-45040,129
MI-71080,452
MI-37010,3378
MI-78020,677
MI-25080,3841
MI-25140,5582
MI-25010,2840
MI-25280,1071
MI-25250,2468
MI-25040,1555
MI-48040,503
MI-13020,3753
MI-13110,2641
MI-63180,2128
MI-63190,7626
MI-25100,3088
MI-63230,6831
MI-63100,6655
MI-63250,3680
MI-63110,5649
MI-63040,4865
MI-63240,8470
MI-63290,12102
MI-63300,7058
MI-19125,658
MI-33215,2884
MI-63070,3821
MI-63010,7314
MI-63020,3131
MI-63130,2947
MI-63280,2341
MI-63140,914
MI-63060,4933
MI-63150,12461
MI-57030,1037
MI-26010,929
MI-67020,896
MI-32170,623
MI-32010,887
MI-29010,1873
MI-71050,541
MI-69040,98
MI-29040,617
MI-73230,522
MI-37060,1785
MI-58080,1357
MI-58010,4614
MI-58100,593
MI-45050,578
MI-82180,1772
MI-82030,20128
MI-82290,3630
MI-81070,3566
MI-82090,4864
MI-82095,13228
MI-82150,5419
MI-82155,2501
MI-82430,4319
MI-82365,5603
MI-05060,1231
MI-40020,515
MI-25110,2843
MI-05065,238
MI-59020,775
MI-19070,443
MI-34110,2036
MI-10025,477
MI-82040,2539
MI-82240,1491
MI-82250,1119
MI-74100,2655
MI-33010,3788
MI-82050,3228
MI-82300,1594
MI-82060,3062
MI-82320,2581
MI-82070,-2
MI-33060,2563
MI-38150,1010
MI-23030,2378
MI-44010,4386
MI-82045,2956
MI-82110,2075
MI-82400,2831
MI-82130,2281
MI-19010,3108
MI-29050,558
MI-23060,5096
MI-19140,2606
MI-33020,10023
MI-23010,590
MI-40040,1393
MI-70010,5411
MI-70175,5198
MI-38080,629
MI-38120,1316
MI-38010,2757
MI-13090,3988
MI-82140,2812
MI-82405,3370
MI-35030,1136
MI-06020,416
MI-50010,2584
MI-50070,1823
MI-80050,785
MI-82170,4318
MI-39170,2588
MI-75020,411
MI-83010,3158
MI-51045,539
MI-53010,1260
MI-67060,1394
MI-75060,455
MI-75030,852
MI-78110,2948
MI-32030,221
MI-78100,1642
MI-75010,2967
MI-82160,9773
MI-02080,329
MI-02020,35
MI-50020,2261
MI-50090,2202
MI-82340,2541
MI-58030,3977
MI-15010,51
MI-17050,93
MI-17110,603
MI-09030,2646
MI-80140,1050
MI-32050,936
MI-32080,318
MI-28090,1493
MI-83060,956
MI-28035,480
MI-33070,4923
MI-33040,748
MI-33130,3261
MI-80120,1364
MI-11320,1452
MI-80020,998
MI-09090,1159
MI-21010,2129
MI-23050,1981
MI-33230,1846
MI-57020,1171
MI-78080,967
MI-58020,2809
MI-58050,1795
MI-21025,1490
MI-21060,278
MI-25260,1466
MI-19120,1344
MI-73255,1790
MI-73110,1419
MI-83070,563
MI-08030,2550
MI-13120,1986
MI-81080,778
MI-81100,1918
MI-38050,1315
MI-81020,3721
MI-60020,415
MI-82390,7115
MI-82100,16294
MI-04010,3672
MI-73180,1452
MI-73190,1374
MI-63090,1773
MI-82230,3767
MI-78070,877
MI-73010,5286
MI-73040,4596
MI-35020,343
MI-35010,1149
MI-35040,689
MI-47060,5162
MI-82020,3684
MI-24020,737
MI-50220,2004
MI-50240,3118
MI-56050,1347
MI-56010,7436
MI-56020,1697
MI-32060,491
MI-76080,1868
MI-76180,375
MI-25030,7801
MI-78030,1242
MI-25200,2005
MI-25180,3510
MI-13050,503
MI-12010,2756
MI-30040,251
MI-13130,185
MI-12020,993
MI-13080,910
MI-30070,696
MI-66050,275
MI-72010,822
MI-02070,570
MI-77010,721
MI-59125,1374
MI-34120,852
MI-23080,1265
MI-23090,753
MI-59150,963
MI-46040,1134
MI-46060,1257
MI-46080,1243
MI-46110,1219
MI-30080,261
MI-34010,2833
MI-80150,3610
MI-11330,1161
MI-80130,419
MI-11340,849
MI-11030,2688
MI-11020,2965
MI-52170,3230
MI-52110,86
MI-11240,4352
MI-51060,304
MN-010695,684
MN-010696,542
MN-010698,163
MN-010204,2163
MN-012899,1502
MN-010203,645
MN-010700,2138
MN-010704,1898
MN-010097,600
MN-010094,2641
MN-010577,413
MN-010004,452
MN-010002,256
MN-010492,5120
MN-010095,305
MN-010099,1278
MN-010100,351
MN-010756,853
MN-012125,952
MN-010473,428
MN-010912,1684
MN-010578,1586
MN-010199,3441
MN-020323,-2
MN-010241,3460
MN-012886,214
MN-030006,3048
MN-010200,4116
MN-010625,32316
MN-010727,3204
MN-012905,1960
MN-010256,2335
MN-012909,2406
MN-012137,533
MN-012198,589
MN-010229,434
MN-010297,352
MN-010533,1098
MN-010499,258
MN-010858,994
MN-010227,927
MN-010238,276
MN-010534,2055
MN-010239,639
MN-010531,2286
MN-012172,654
MN-010011,38590
MN-010879,2448
MN-010276,11248
MN-010272,8939
MN-010277,2438
MN-010279,20737
MN-010284,12318
MN-010763,912
MN-010829,1784
MN-010166,459
MN-010535,17492
MN-010381,1325
MN-010712,618
MN-010500,448
MN-010012,6764
MN-010015,4312
MN-012144,3378
MN-010911,5062
MN-010139,912
MN-010701,2123
MN-012711,889
MN-012165,1010
MN-010333,522
MN-012580,777
MN-010332,1642
MN-010252,1055
MN-010195,842
MN-010192,6800
MN-010314,790
MN-010831,5855
MN-010016,6143
MN-010001,1028
MN-010716,1549
MN-010271,10361
MN-010883,1566
MN-012142,1954
MN-010709,8554
MN-010832,3176
MN-010197,5116
MN-010196,29221
MN-010885,6670
MN-010719,8788
MN-010721,4146
MN-012143,767
MN-010191,7822
MN-010717,1845
MN-010194,11819
MN-010720,7867
MN-010477,3342
MN-010316,1058
MN-010319,581
MN-010623,7356
MN-010624,8543
MN-010621,11792
MN-010622,10368
MN-010091,696
MN-010093,342
MN-010857,622
MN-010861,2455
MN-010299,730
MN-010833,19159
MN-010834,8285
MN-010138,2641
MN-010242,447
MN-010811,899
MN-010300,1028
MN-010294,2115
MN-010286,2124
MN-010270,6833
MN-010280,4139
MN-010013,3281
MN-012168,818
MN-010761,4926
MN-010361,894
MN-010282,1830
MN-010283,4509
MN-012835,697
MN-010391,608
MN-010497,305
MN-010495,445
MN-010112,9320
MN-010273,8610
MN-012805,1249
MN-010255,1541
MN-010014,2788
MN-030001,29205
MN-010278,2887
MN-010281,11010
MN-010728,14152
MN-010253,706
MN-010813,1203
MN-010656,3312
MN-010659,3857
MS-0618,938
MS-0617,780
MS-6711,2929
MS-5321,4894
MS-1321,2609
MS-2611,2544
MS-4911,1144
MS-4211,4030
MS-0911,2214
MS-4820,998
MS-0200,3188
MS-0300,853
MS-4821,1518
MS-0400,1004
MS-5920,756
MS-2320,1672
MS-0500,961
MS-2420,5812
MS-0614,2818
MS-5921,1321
MS-4320,2586
MS-0700,2080
MS-4520,3166
MS-0800,805
MS-1000,1230
MS-1100,1188
MS-1420,2118
MS-2521,5211
MS-1400,988
MS-8111,417
MS-4620,1646
MS-4420,3090
MS-1500,2205
MS-0220,2490
MS-1600,2609
MS-1700,35003
MS-3111,755
MS-6811,853
MS-1211,955
MS-6220,1645
MS-1800,2129
MS-1900,1211
MS-2000,4165
MS-2100,1640
MS-7620,3542
MS-2220,3864
MS-2421,6113
MS-2300,4060
MS-2400,14355
MS-1820,3667
MS-1520,1368
MS-2500,4968
MS-7611,548
MS-4720,1025
MS-2700,1207
MS-2900,3375
MS-3000,8906
MS-2520,18710
MS-3200,1063
MS-3300,1235
MS-3400,8524
MS-3500,884
MS-0420,2123
MS-3600,2872
MS-3700,10276
MS-3800,5910
MS-3420,2712
MS-3900,1696
MS-4000,2532
MS-4100,6303
MS-7612,700
MS-4300,2795
MS-2422,2929
MS-8020,2523
MS-4400,5261
MS-4500,13162
MS-4600,1904
MS-4700,2777
MS-5720,2140
MS-3820,4614
MS-4800,2119
MS-3020,1569
MS-0130,2842
MS-5000,3038
MS-4111,1112
MS-7320,2114
MS-5100,1688
MS-5130,816
MS-5411,1219
MS-5711,2245
MS-7011,1286
MS-5200,1397
MS-3021,5861
MS-0921,511
MS-3620,4766
MS-3022,6565
MS-2423,1944
MS-6120,4216
MS-1821,4392
MS-5500,3284
MS-5600,933
MS-5020,829
MS-5520,3431
MS-5800,3466
MS-5820,2302
MS-5530,1909
MS-5900,2278
MS-1212,1593
MS-6000,852
MS-6100,18720
MS-5620,597
MS-6200,3989
MS-6920,1666
MS-6312,604
MS-6400,3008
MS-6500,2443
MS-5412,4313
MS-5712,1557
MS-7012,2485
MS-6600,2518
MS-6900,2014
MS-7100,2897
MS-7200,1671
MS-4120,7132
MS-7300,2980
MS-5131,927
MS-7400,1684
